Sample_ID,lat,lon,dissolvedO2,orp,pH,tds,temp,time,turbidity,bga,bga_temp,chl_temp,chlorophyll
S1-Ulhas River,19.25431633,73.22120583,18.779,0,10.89,541.33392,35.8125,18-05-2025 16:11,0,22422.668,32.5,29.6,17.6
S1-Ulhas River,19.25432967,73.22122333,19.373,-3897,10.89,1715.1521,35.75,18-05-2025 16:11,0,26715.1152,32.5,29.7,31.4
S1-Ulhas River,19.25432567,73.22122917,19.373,-5423,10.89,1715.1521,35.75,18-05-2025 16:12,0,23560.6719,32.5,29.8,14.4
S1-Ulhas River,19.25432817,73.22122283,19.373,-5395,10.89,1715.1521,35.75,18-05-2025 16:12,0,20248.1699,32.5,29.9,19.7
S1-Ulhas River,19.2543245,73.22123267,19.373,-5460,10.89,1715.1521,35.5625,18-05-2025 16:12,0,20273.3301,32.4,29.9,24.8
S1-Ulhas River,19.25430467,73.22125967,19.688,-5401,10.89,1715.1521,35.0625,18-05-2025 16:13,0,20295.3477,32.4,29.9,21.6
S1-Ulhas River,19.254257,73.22132283,19.688,-5307,10.89,1715.1521,34.6875,18-05-2025 16:13,0,19299.3926,32.4,30,14.4
S1-Ulhas River,19.25418633,73.22141467,19.688,-5305,10.89,1715.1521,34.4375,18-05-2025 16:13,0,20046.9238,32.4,29.9,31.2
S1-Ulhas River,19.254183,73.22142033,19.688,-5300,10.89,1719.18884,34.1875,18-05-2025 16:14,0,20062.6426,32.4,30,31.9
S1-Ulhas River,19.25418883,73.22141733,19.688,-5201,10.89,1715.1521,34,18-05-2025 16:14,0,20068.9316,32.4,30,23
S1-Ulhas River,19.25418067,73.22140517,19.688,-5131,10.89,1715.1521,33.9375,18-05-2025 16:14,0,20106.6602,32.4,30,33.9
S1-Ulhas River,19.25417333,73.22140183,20.823,-4417,5.55004,1719.18884,33.0625,18-05-2025 16:15,0,20116.0938,32.4,29.9,13.1
S1-Ulhas River,19.254153,73.22141333,22.623,-3359,6.31593,1715.1521,33.125,18-05-2025 16:15,0,20138.1035,32.4,30,13.4
S1-Ulhas River,19.25414783,73.22140967,22.623,-3605,6.76536,1715.1521,33.0625,18-05-2025 16:16,0,20134.959,32.4,29.9,29.1
S1-Ulhas River,19.2541425,73.22140717,21.26,-3763,6.90897,1715.1521,33.0625,18-05-2025 16:16,0,20131.8145,32.4,30,32.5
S1-Ulhas River,19.25413733,73.22140767,20.334,-3850,6.80525,1715.1521,33.0625,18-05-2025 16:16,0,20150.6816,32.4,30,29.3
S1-Ulhas River,19.25414133,73.22140383,19.897,-3872,7.07119,1715.1521,33.0625,18-05-2025 16:17,0,20232.4434,32.3,29.6,17.6
S1-Ulhas River,19.254138,73.22140017,19.216,-3913,6.776,1719.18884,33.0625,18-05-2025 16:17,0,20273.3301,32.3,29.7,31.4
S1-Ulhas River,19.25413817,73.22140183,21.181,-3942,7.03396,1719.18884,33.0625,18-05-2025 16:17,0,20285.9121,32.3,29.8,14.4
S1-Ulhas River,19.2541375,73.2214005,21.181,-3934,7.018,1723.24219,33.0625,18-05-2025 16:18,0,20263.8945,32.3,29.9,19.7
S1-Ulhas River,19.254134,73.22139917,19.059,-3935,6.66697,1723.24219,33,18-05-2025 16:18,0,22422.668,32.5,29.9,24.8
S1-Ulhas River,19.25413583,73.22140167,23.771,-3919,6.80525,1715.1521,33.0625,18-05-2025 16:18,0,26715.1152,32.5,29.9,21.6
S1-Ulhas River,19.25413917,73.22140117,30.958,-3936,6.94354,1848.63745,33.0625,18-05-2025 16:19,0,23560.6719,32.5,30,14.4
S1-Ulhas River,19.2541415,73.22140383,30.958,-3960,6.71749,1939.80701,33,18-05-2025 16:19,0,20248.1699,32.5,29.9,31.2
S1-Ulhas River,19.25414083,73.22140917,31.214,-3987,5.2522,1985.76587,33.0625,18-05-2025 16:20,0,20273.3301,32.4,30,31.9
S1-Ulhas River,19.2541445,73.22141767,31.582,-3925,4.46237,1996.23499,33.0625,18-05-2025 16:20,0,20295.3477,32.4,30,23
S1-Ulhas River,19.25414417,73.22143017,32.178,-3890,3.96242,2001.50586,33.0625,18-05-2025 16:20,0,19299.3926,32.4,30,33.9
S1-Ulhas River,19.254148,73.22143083,33.03,-3898,4.89585,2012.11951,33.0625,18-05-2025 16:21,0,20046.9238,32.4,29.9,13.1
S1-Ulhas River,19.254144,73.22143783,18.779,-4002,4.38259,1985.76587,33.0625,18-05-2025 16:21,0,20062.6426,32.4,30,13.4
S1-Ulhas River,19.254142,73.2214245,19.373,-3989,4.59534,541.33392,33,18-05-2025 16:21,0,20068.9316,32.4,29.9,29.1
S1-Ulhas River,19.2541325,73.2214175,19.373,-3966,4.39589,1715.1521,33.0625,18-05-2025 16:22,0,20106.6602,32.4,30,32.5
S1-Ulhas River,19.25413633,73.22140867,19.373,-3969,4.46503,1715.1521,32.9375,18-05-2025 16:23,0,20116.0938,32.4,30,29.3
S1-Ulhas River,19.2541355,73.22141533,19.373,-4018,4.52354,1715.1521,32.9375,18-05-2025 16:25,0,20138.1035,32.4,29.6,17.6
S1-Ulhas River,19.2541455,73.221419,19.688,-3982,1.61156,1715.1521,33.0625,18-05-2025 16:26,0,20134.959,32.4,29.7,31.4
S1-Ulhas River,19.254159,73.2214305,19.688,-4077,5.28145,1715.1521,31.125,18-05-2025 16:26,0,20131.8145,32.4,29.8,14.4
S1-Ulhas River,19.25417,73.22143517,19.688,-4446,5.93831,1715.1521,29.9375,18-05-2025 16:26,0,20150.6816,32.4,29.9,19.7
S1-Ulhas River,19.2541775,73.221436,19.688,-4862,6.11648,1715.1521,29.375,18-05-2025 16:27,0,20232.4434,32.3,29.9,24.8
S1-Ulhas River,19.2542425,73.22133667,19.688,-5321,6.16967,1719.18884,29.25,18-05-2025 16:27,0,20273.3301,32.3,29.9,21.6
S1-Ulhas River,19.25432867,73.22123633,19.688,-5543,6.16701,1715.1521,29.1875,18-05-2025 16:27,0,20285.9121,32.3,30,14.4
S1-Ulhas River,19.25433867,73.22121567,20.823,-5553,6.16967,1715.1521,29.0625,18-05-2025 16:28,0,20263.8945,32.3,29.9,31.2
S1-Ulhas River,19.25433883,73.22121167,22.623,-5527,6.59516,1719.18884,29.375,18-05-2025 16:28,0,22422.668,32.5,30,31.9
S1-Ulhas River,19.2543415,73.22121283,22.623,-5516,5.83725,1715.1521,29.4375,18-05-2025 16:28,0,26715.1152,32.5,30,23
S1-Ulhas River,19.254349,73.22121433,21.26,-5522,4.97829,1715.1521,29.0625,18-05-2025 16:29,0,23560.6719,32.5,30,33.9
S1-Ulhas River,19.25431633,73.22120583,71.323,0,6.33987,0,28,27-08-2025 11:16,0,12061.6836,28.7,28.3,2.7
S1-Ulhas River,19.25432967,73.22122333,71.402,-3937,6.33721,0,28.25,27-08-2025 11:16,0,16952.8711,28.7,28.3,2.7
S1-Ulhas River,19.25432567,73.22122917,72.075,-7460,6.33189,0,28.25,27-08-2025 11:17,0,17009.8691,28.7,28.3,2.5
S1-Ulhas River,19.25432817,73.22122283,72.986,-7398,6.34785,0,28.25,27-08-2025 11:17,0,16981.4434,28.7,28.4,2.8
S1-Ulhas River,19.2543245,73.22123267,73.778,-6420,5.03945,0,28.25,27-08-2025 11:17,0,16924.1367,28.7,28.4,2.5
S1-Ulhas River,19.25430467,73.22125967,74.887,-5217,2.72051,0,27.8125,27-08-2025 11:18,0,16924.1367,28.7,28.4,2.8
S1-Ulhas River,19.254257,73.22132283,75.56,-4996,2.74444,0,27.75,27-08-2025 11:18,0,16941.3984,28.8,28.4,2.8
S1-Ulhas River,19.25418633,73.22141467,76.075,-5048,2.2498,0,27.75,27-08-2025 11:18,0,17009.8691,28.8,28.4,2.8
S1-Ulhas River,19.254183,73.22142033,76.788,-5130,4.69374,0,27.75,27-08-2025 11:19,0,17038.166,28.8,28.4,3
S1-Ulhas River,19.25418883,73.22141733,76.986,-5284,5.14848,0,27.75,27-08-2025 11:19,0,17094.4316,28.8,28.4,3
S1-Ulhas River,19.25418067,73.22140517,77.065,-5405,5.1538,0,27.8125,27-08-2025 11:19,0,17144.7969,28.8,28.4,3.7
S1-Ulhas River,19.25417333,73.22140183,77.184,-5435,5.04477,0,27.75,27-08-2025 11:20,0,17144.7969,28.9,28.4,3
S1-Ulhas River,19.254153,73.22141333,77.184,-5425,4.97031,0,27.75,27-08-2025 11:20,0,17139.2109,28.9,28.5,3
S1-Ulhas River,19.25414783,73.22140967,77.184,-5415,4.8267,0,27.8125,27-08-2025 11:20,0,16970.0332,28.9,28.5,3.3
S1-Ulhas River,19.2541425,73.22140717,77.184,-5386,4.70437,0,27.8125,27-08-2025 11:21,0,15031.5361,29,28.5,2.8
S1-Ulhas River,19.25413733,73.22140767,34.889,-5367,4.6964,611.59668,27.8125,27-08-2025 11:21,0,16981.4434,29,28.5,54.8
S1-Ulhas River,19.25414133,73.22140383,70.174,-5345,4.81607,2123.80542,27.8125,27-08-2025 11:21,0,16924.1367,29,28.4,53.8
S1-Ulhas River,19.254138,73.22140017,70.927,-5271,3.62468,2123.80542,27.8125,27-08-2025 11:22,0,16924.1367,28.9,28.2,52.1
S1-Ulhas River,19.25413817,73.22140183,71.323,-5185,3.57681,2123.80542,27.75,27-08-2025 11:22,0,16941.3984,28.9,28.2,52.1
S1-Ulhas River,19.2541375,73.2214005,71.402,-5187,4.598,2129.66724,27.8125,27-08-2025 11:23,0,17009.8691,28.9,28.2,52.2
S1-Ulhas River,19.254134,73.22139917,72.075,-5309,4.47035,2123.80542,27.8125,27-08-2025 11:23,0,17038.166,28.9,28.1,52.1
S1-Ulhas River,19.25413583,73.22140167,72.986,-5398,4.29749,2123.80542,27.8125,27-08-2025 11:23,0,17094.4316,28.9,28.1,52.1
S1-Ulhas River,19.25413917,73.22140117,73.778,-5393,4.26026,2123.80542,27.8125,27-08-2025 11:24,0,17144.7969,28.9,28.1,52.1
S1-Ulhas River,19.2541415,73.22140383,74.887,-5387,4.29749,2123.80542,27.8125,27-08-2025 11:24,0,17144.7969,28.9,28.1,52.1
S1-Ulhas River,19.25414083,73.22140917,75.56,-5379,4.26824,2123.80542,27.8125,27-08-2025 11:24,0,17139.2109,28.9,28.1,52.1
S1-Ulhas River,19.2541445,73.22141767,76.075,-5375,4.21505,2123.80542,27.8125,27-08-2025 11:25,0,16970.0332,28.8,28.1,52
S1-Ulhas River,19.25414417,73.22143017,76.788,-5400,4.2124,2123.80542,27.8125,27-08-2025 11:25,0,15031.5361,28.8,28.1,51.9
S1-Ulhas River,19.254148,73.22143083,76.986,-5428,4.17251,2123.80542,27.8125,27-08-2025 11:25,0,25710.3477,28.8,28.2,51.9
S1-Ulhas River,19.254144,73.22143783,77.065,-5427,4.12996,2123.80542,27.875,27-08-2025 11:26,0,13479.0771,28.8,28.1,50.2
S1-Ulhas River,19.254142,73.2214245,77.184,-5391,4.08209,2117.97095,27.875,27-08-2025 11:26,0,29589.8496,28.8,28.1,50.5
S1-Ulhas River,19.2541325,73.2214175,77.184,-5385,4.08209,2117.97095,27.875,27-08-2025 11:26,0,29599.4453,28.8,28.1,50.4
S1-Ulhas River,19.25413633,73.22140867,77.184,-5378,4.0289,2117.97095,27.875,27-08-2025 11:27,0,25710.3477,28.8,28.1,50.5
S1-Ulhas River,19.2541355,73.22141533,77.184,-5385,3.99433,2117.97095,27.875,27-08-2025 11:27,0,8067.2266,28.8,28.1,50.5
S1-Ulhas River,19.2541455,73.221419,77.184,-5387,3.98635,2117.97095,27.875,27-08-2025 11:27,0,7938.0542,28.8,28.2,50.5
S1-Ulhas River,19.254159,73.2214305,77.184,-5347,3.93848,2117.97095,27.875,27-08-2025 11:28,0,8446.751,28.8,28.2,50.4
S1-Ulhas River,19.25417,73.22143517,77.184,-5362,3.76829,2117.97095,27.875,27-08-2025 11:28,0,8352.9863,28.8,28.1,50.5
S1-Ulhas River,19.2541775,73.221436,77.184,-5377,3.84541,2117.97095,27.875,27-08-2025 11:28,0,8352.9863,28.8,28.1,50.4
S1-Ulhas River,19.2542425,73.22133667,77.184,-5359,3.86668,2117.97095,27.875,27-08-2025 11:29,0,8099.3101,28.8,28.2,50.4
S1-Ulhas River,19.25432867,73.22123633,77.184,-5385,4.05815,2117.97095,27.875,27-08-2025 11:29,0,8384.3232,28.8,28.2,50.4
S1-Ulhas River,19.25433867,73.22121567,77.184,-5380,3.8002,2117.97095,27.875,27-08-2025 11:29,0,8226.8115,28.8,28.2,50.4
S1-Ulhas River,19.25433883,73.22121167,77.342,-5368,3.76031,2117.97095,27.875,27-08-2025 11:30,0,8477.8418,28.8,28.2,50.5
S1-Ulhas River,19.2543415,73.22121283,77.501,-5383,3.77094,2117.97095,27.875,27-08-2025 11:30,0,8195.0605,28.8,28.2,50.4
S1-Ulhas River,19.254349,73.22121433,77.897,-5368,3.73637,2117.97095,27.875,27-08-2025 11:30,0,8067.2266,28.8,28.2,50.5
S1-Ulhas River,19.25431633,73.22120583,78.411,-5354,3.7018,2117.97095,27.9375,27-08-2025 11:31,0,7340.0054,28.8,28.2,50.4
S1-Ulhas River,19.25432967,73.22122333,78.728,-5366,3.71244,2112.16382,27.9375,27-08-2025 11:31,0,7340.0054,28.8,28.2,50.5
S1-Ulhas River,19.25432567,73.22122917,79.005,-5374,3.61936,2112.16382,27.9375,27-08-2025 11:31,0,7575.8672,28.8,28.2,50.5
S1-Ulhas River,19.25432817,73.22122283,79.085,-5379,3.60873,2112.16382,27.9375,27-08-2025 11:32,0,7807.5371,28.8,28.2,50.4
S1-Ulhas River,19.2543245,73.22123267,79.639,-5366,3.57947,2112.16382,27.9375,27-08-2025 11:32,0,7542.4302,28.8,28.2,50.4
S1-Ulhas River,19.25430467,73.22125967,79.639,-5347,3.5449,2112.16382,27.9375,27-08-2025 11:32,0,7203.3271,28.8,28.2,50.4
S1-Ulhas River,19.254257,73.22132283,79.639,-5364,3.53426,2112.16382,27.9375,27-08-2025 11:33,0,6960.7856,28.8,28.2,50.4
S1-Ulhas River,19.25418633,73.22141467,80.194,-5369,3.49703,2112.16382,27.9375,27-08-2025 11:33,0,6925.7861,28.8,28.2,50.5
S1-Ulhas River,19.254183,73.22142033,80.312,-5346,3.47044,2112.16382,27.9375,27-08-2025 11:33,0,7271.8394,28.8,28.2,50.4
S1-Ulhas River,19.25418883,73.22141733,80.431,-5333,3.44385,2112.16382,27.9375,27-08-2025 11:34,0,7807.5371,28.8,28.2,50.4
S1-Ulhas River,19.25418067,73.22140517,80.708,-5356,3.37736,2112.16382,27.9375,27-08-2025 11:34,0,8632.0713,28.8,28.2,50.5
S1-Ulhas River,19.25417333,73.22140183,81.263,-5333,3.33747,2112.16382,27.9375,27-08-2025 11:34,0,9082.6406,28.8,28.2,50.5
S1-Ulhas River,19.254153,73.22141333,82.015,-5327,3.27631,2112.16382,27.9375,27-08-2025 11:35,0,9821.6455,28.8,28.2,50.4
S1-Ulhas River,19.25414783,73.22140967,82.332,-5322,3.22578,2112.16382,27.9375,27-08-2025 11:35,0,9711.3467,28.8,28.2,50.5
S1-Ulhas River,19.2541425,73.22140717,82.49,-5323,3.16196,2112.16382,27.9375,27-08-2025 11:35,0,9794.1846,28.8,28.2,50.4
S1-Ulhas River,19.25413733,73.22140767,82.649,-5312,3.10877,2112.16382,28,27-08-2025 11:36,0,9627.8213,28.8,28.2,50.4
S1-Ulhas River,19.25414133,73.22140383,69.319,-5291,3.07952,2106.38452,27.9375,27-08-2025 11:36,0,10038.6123,28.8,28.2,50.4
S1-Ulhas River,19.254138,73.22140017,83.084,-5297,3.06356,2112.16382,27.9375,27-08-2025 11:36,0,9739.0352,28.8,28.2,50.4
S1-Ulhas River,19.25413817,73.22140183,83.243,-5282,3.06888,2112.16382,27.9375,27-08-2025 11:37,0,9683.5811,28.8,28.2,50.4
S1-Ulhas River,19.2541375,73.2214005,83.322,-5279,3.05292,2112.16382,28,27-08-2025 11:37,0,9487.0752,28.8,28.2,50.4
S1-Ulhas River,19.254134,73.22139917,69.783,-5289,3.10611,2106.38452,27.9375,27-08-2025 11:37,0,9683.5811,28.8,28.2,50.5
S1-Ulhas River,19.25413583,73.22140167,83.441,-5296,3.19919,2112.16382,28,27-08-2025 11:38,0,9515.3789,28.8,28.2,50.4
S1-Ulhas River,19.25413917,73.22140117,69.849,-5321,3.21514,2106.38452,28,27-08-2025 11:38,0,8067.2266,28.8,28.2,50.4
S1-Ulhas River,19.2541415,73.22140383,70.28,-5298,3.18855,2106.38452,28,27-08-2025 11:38,0,7938.0542,28.8,28.2,50.4
S1-Ulhas River,19.25414083,73.22140917,70.645,-5281,3.14068,2106.38452,28,27-08-2025 11:39,0,8446.751,28.8,28.2,50.5
S1-Ulhas River,19.2541445,73.22141767,70.645,-5261,3.10345,2106.38452,28,27-08-2025 11:39,0,8352.9863,28.8,28.2,50.4
S1-Ulhas River,19.25414417,73.22143017,70.744,-5292,3.04495,2106.38452,28,27-08-2025 11:40,0,8352.9863,28.8,28.2,50.3
S1-Ulhas River,19.254148,73.22143083,70.943,-5360,3.01835,2106.38452,28,27-08-2025 11:40,0,8099.3101,28.9,28.2,50.5
S1-Ulhas River,19.254144,73.22143783,71.142,-5334,2.94123,2106.38452,28,27-08-2025 11:40,0,8384.3232,28.9,28.2,50.4
S1-Ulhas River,19.254142,73.2214245,71.473,-5311,2.79231,2106.38452,28,27-08-2025 11:41,0,8226.8115,28.9,28.3,50.6
S1-Ulhas River,19.2541325,73.2214175,72.003,-5280,2.64604,2106.38452,28,27-08-2025 11:41,0,8477.8418,28.9,28.3,50.6
S1-Ulhas River,19.25413633,73.22140867,72.335,-5240,2.55297,2106.38452,28,27-08-2025 11:41,0,8195.0605,28.9,28.3,50.6
S1-Ulhas River,19.2541355,73.22141533,72.467,-5182,2.57956,2106.38452,28,27-08-2025 11:42,0,8067.2266,28.9,28.3,50.6
S1-Ulhas River,19.2541455,73.221419,73.03,-5108,2.59552,2106.38452,28,27-08-2025 11:42,0,7340.0054,28.9,28.3,50.6
S1-Ulhas River,19.254159,73.2214305,73.826,-5070,2.59818,2106.38452,28,27-08-2025 11:42,0,7340.0054,28.9,28.3,50.6
S1-Ulhas River,19.25417,73.22143517,74.356,-5069,2.60881,2106.38452,28,27-08-2025 11:43,0,7575.8672,28.9,28.3,50.6
S1-Ulhas River,19.2541775,73.221436,74.621,-5065,2.60349,2106.38452,28.0625,27-08-2025 11:43,0,7807.5371,28.9,28.3,50.6
S1-Ulhas River,19.2542425,73.22133667,74.687,-5048,2.63009,2100.63135,28,27-08-2025 11:43,0,7542.4302,28.9,28.3,50.6
S1-Ulhas River,19.25432867,73.22123633,74.72,-5094,2.64604,2106.38452,28.0625,27-08-2025 11:44,0,7203.3271,28.9,28.3,50.6
S1-Ulhas River,19.25433867,73.22121567,74.753,-5135,2.64338,2100.63135,28.0625,27-08-2025 11:44,0,6960.7856,28.9,28.3,50.6
S1-Ulhas River,19.25433883,73.22121167,74.952,-5155,2.67796,2100.63135,28.0625,27-08-2025 11:44,0,6925.7861,28.9,28.3,50.4
S1-Ulhas River,19.2543415,73.22121283,75.217,-5197,2.68062,2100.63135,28.0625,27-08-2025 11:45,0,7271.8394,28.9,28.3,50.6
S1-Ulhas River,19.254349,73.22121433,75.416,-5246,2.42,2100.63135,28,27-08-2025 11:45,0,7807.5371,28.9,28.3,50.6
S1-Ulhas River,19.25431633,73.22120583,75.913,-5271,2.77901,2106.38452,28.0625,27-08-2025 11:45,0,8632.0713,28.9,28.3,50.6
S1-Ulhas River,19.25432967,73.22122333,75.913,-5283,2.79231,2100.63135,28.0625,27-08-2025 11:46,0,9082.6406,28.9,28.3,50.6
S1-Ulhas River,19.25432567,73.22122917,76.708,-5308,2.80294,2100.63135,28.0625,27-08-2025 11:46,0,9821.6455,28.9,28.3,50.6
S1-Ulhas River,19.25432817,73.22122283,76.708,-5302,2.7604,2100.63135,28.0625,27-08-2025 11:46,0,9711.3467,28.9,28.3,50.6
S1-Ulhas River,19.2543245,73.22123267,76.708,-5294,2.78167,2100.63135,28.0625,27-08-2025 11:47,0,9794.1846,28.9,28.3,50.6
S1-Ulhas River,19.25430467,73.22125967,76.874,-5301,2.20459,2100.63135,28.0625,27-08-2025 11:47,0,9627.8213,28.9,28.3,50.6
S1-Ulhas River,19.254257,73.22132283,76.874,-5305,2.82156,2100.63135,28.0625,27-08-2025 11:47,0,10038.6123,28.9,28.3,50.4
S1-Ulhas River,19.25418633,73.22141467,76.874,-5318,2.83752,2100.63135,28.0625,27-08-2025 11:48,0,9739.0352,28.9,28.3,50.6
S1-Ulhas River,19.254183,73.22142033,76.874,-5331,2.86145,2100.63135,28.0625,27-08-2025 11:48,0,9683.5811,28.9,28.4,50.6
S1-Ulhas River,19.25418883,73.22141733,76.874,-5333,2.8189,2100.63135,28.0625,27-08-2025 11:48,0,9487.0752,28.9,28.4,50.6
S1-Ulhas River,19.25418067,73.22140517,76.907,-5331,2.78433,2100.63135,28.0625,27-08-2025 11:49,0,9683.5811,28.9,28.4,50.6
S1-Ulhas River,19.25417333,73.22140183,77.007,-5320,2.78167,2100.63135,28.0625,27-08-2025 11:49,0,9515.3789,28.9,28.3,50.6
S1-Ulhas River,19.254153,73.22141333,77.239,-5272,2.82688,2100.63135,28.0625,27-08-2025 11:49,0,8067.2266,28.9,28.4,50.5
S1-Ulhas River,19.25414783,73.22140967,77.504,-5234,2.83486,2100.63135,28.0625,27-08-2025 11:50,0,7938.0542,28.9,28.4,50.5
S1-Ulhas River,19.2541425,73.22140717,78.166,-5237,2.82156,2100.63135,28.0625,27-08-2025 11:50,0,8446.751,28.9,28.4,50.6
S1-Ulhas River,19.25413733,73.22140767,78.829,-5263,2.85347,2100.63135,28.125,27-08-2025 11:50,0,8352.9863,28.9,28.4,50.6
S1-Ulhas River,19.25414133,73.22140383,80.055,-5261,2.86411,2094.90503,28.125,27-08-2025 11:51,0,8352.9863,28.9,28.4,50.5
S1-Ulhas River,19.254138,73.22140017,81.248,-5250,2.83752,2094.90503,28.0625,27-08-2025 11:51,0,8099.3101,28.9,28.4,50.5
S1-Ulhas River,19.25413817,73.22140183,81.48,-5239,2.85613,2100.63135,28.0625,27-08-2025 11:51,0,8384.3232,28.9,28.4,50.6
S1-Ulhas River,19.2541375,73.2214005,81.612,-5198,2.86145,2100.63135,28.125,27-08-2025 11:52,0,8226.8115,29,28.4,50.5
S1-Ulhas River,19.254134,73.22139917,81.612,-5189,2.86943,2094.90503,28.125,27-08-2025 11:52,0,8477.8418,29,28.4,50.6
S1-Ulhas River,19.25413583,73.22140167,81.612,-5149,2.87741,2094.90503,28.125,27-08-2025 11:52,0,8195.0605,29,28.4,50.6
S1-Ulhas River,19.25413917,73.22140117,81.612,-5113,2.86677,2094.90503,28.125,27-08-2025 11:53,0,8067.2266,29,28.4,50.6
S1-Ulhas River,19.2541415,73.22140383,81.612,-5090,2.88538,2094.90503,28.0625,27-08-2025 11:53,0,7340.0054,29,28.4,50.5
S1-Ulhas River,19.25414083,73.22140917,81.612,-5070,2.89336,2100.63135,28.125,27-08-2025 11:53,0,7340.0054,29,28.4,50.6
S1-Ulhas River,19.2541445,73.22141767,81.612,-5061,2.90134,2094.90503,28.125,27-08-2025 11:54,0,7575.8672,29,28.4,50.6
S1-Ulhas River,19.25414417,73.22143017,81.612,-5079,2.89336,2094.90503,28.125,27-08-2025 11:54,0,7807.5371,29,28.4,50.5
S1-Ulhas River,19.254148,73.22143083,81.612,-5096,2.93857,2094.90503,28.125,27-08-2025 11:54,0,7542.4302,29,28.4,50.5
S1-Ulhas River,19.254144,73.22143783,81.612,-5082,2.94389,2094.90503,28.125,27-08-2025 11:55,0,7203.3271,29,28.4,50.6
S1-Ulhas River,19.254142,73.2214245,81.811,-5091,2.93591,2094.90503,28.125,27-08-2025 11:55,0,6960.7856,29,28.4,50.6
S1-Ulhas River,19.2541325,73.2214175,81.911,-5100,2.94655,2094.90503,28.125,27-08-2025 11:55,0,6925.7861,29,28.4,50.6
S1-Ulhas River,19.25413633,73.22140867,82.11,-5106,2.93059,2094.90503,28.125,27-08-2025 11:56,0,7271.8394,29,28.4,50.6
S1-Ulhas River,19.2541355,73.22141533,82.507,-5123,2.95985,2094.90503,28.125,27-08-2025 11:56,0,7807.5371,29,28.4,50.5
S1-Ulhas River,19.2541455,73.221419,83.435,-5109,2.95453,2094.90503,28.125,27-08-2025 11:56,0,8632.0713,29,28.4,50.6
S1-Ulhas River,19.254159,73.2214305,84.528,-5114,2.95453,2094.90503,28.125,27-08-2025 11:57,0,9082.6406,29,28.4,50.6
S1-Ulhas River,19.25417,73.22143517,87.246,-5113,2.97846,2094.90503,28.125,27-08-2025 11:57,0,9821.6455,29,28.4,50.6
S1-Ulhas River,19.2541775,73.221436,89.93,-4903,1.3802,2094.90503,28.125,27-08-2025 11:57,5,9711.3467,29,28.4,50.6
S1-Ulhas River,19.2542425,73.22133667,90.393,-3488,1.35892,2094.90503,28.125,27-08-2025 11:58,5,9794.1846,29,28.4,50.5
S1-Ulhas River,19.25432867,73.22123633,91.023,-1969,1.39084,2094.90503,28.125,27-08-2025 11:58,5,9627.8213,29,28.4,50.6
S1-Ulhas River,19.25433867,73.22121567,91.653,-1453,1.41211,2094.90503,28.125,27-08-2025 11:59,5,10038.6123,29,28.4,50.6
S1-Ulhas River,19.25433883,73.22121167,91.951,-1240,1.41477,2094.90503,28.125,27-08-2025 11:59,5,9739.0352,29,28.4,50.5
S1-Ulhas River,19.2543415,73.22121283,92.15,-1168,1.40945,2094.90503,28.125,27-08-2025 11:59,5,9683.5811,29,28.4,50.6
S1-Ulhas River,19.254349,73.22121433,92.216,-1186,1.41743,2094.90503,28.125,27-08-2025 12:00,5,9487.0752,29,28.4,50.5
S1-Ulhas River,19.25431633,73.22120583,92.547,-1192,1.51848,2094.90503,28.125,27-08-2025 12:00,5,9683.5811,29,28.4,50.6
S1-Ulhas River,19.25432967,73.22122333,93.177,-1162,1.43073,2094.90503,28.125,27-08-2025 12:00,5,9515.3789,29,28.4,50.6
S1-Ulhas River,19.25432567,73.22122917,93.972,-1162,1.43338,2094.90503,28.125,27-08-2025 12:01,5,9711.3467,29,28.4,49.2
S1-Ulhas River,19.25432817,73.22122283,94.834,-1194,1.44934,2094.90503,28.0625,27-08-2025 12:01,5,9794.1846,29,28.4,49.4
S1-Ulhas River,19.2543245,73.22123267,95.297,-1184,1.47327,2100.63135,28.0625,27-08-2025 12:01,5,1145.1538,29,28.4,49.5
S1-Ulhas River,19.25430467,73.22125967,95.529,-1155,1.45998,2100.63135,28.125,27-08-2025 12:02,5,27081.2227,29,28.4,49.3
S1-Ulhas River,19.254257,73.22132283,96.457,-1149,1.47593,2094.90503,28.0625,27-08-2025 12:02,5,27017.5332,29.1,28.4,49.2
S1-Ulhas River,19.25418633,73.22141467,97.385,-1610,3.02101,2100.63135,28.125,27-08-2025 12:02,0,21627.4844,29.1,28.4,49.2
S1-Ulhas River,19.254183,73.22142033,100.864,-2520,3.19653,2094.90503,28.125,27-08-2025 12:03,0,6960.7856,29.1,28.4,49.2
S1-Ulhas River,19.25418883,73.22141733,106.762,-2888,3.07952,2094.90503,28.0625,27-08-2025 12:03,0,6925.7861,29.1,28.4,49.2
S1-Ulhas River,19.25418067,73.22140517,109.347,-2865,3.17791,2100.63135,28.0625,27-08-2025 12:03,0,7271.8394,29.1,28.4,49.2
S1-Ulhas River,19.25417333,73.22140183,109.347,-2003,1.48923,2100.63135,28.0625,27-08-2025 12:04,5,7807.5371,29.1,28.4,49.2
S1-Ulhas River,19.254153,73.22141333,109.347,-1112,1.5371,712.73163,28.125,27-08-2025 12:04,5,8632.0713,29.1,28.4,49.2
S1-Ulhas River,19.25414783,73.22140967,109.347,-1070,1.56901,147.91679,28.125,27-08-2025 12:04,5,9082.6406,29.1,28.4,49.2
